Keyword,Position,Previous position,Search Volume,Keyword Difficulty,CPC,URL,Traffic,Traffic (%),Traffic Cost,Competition,Number of Results,Trends,Timestamp,SERP Features by Keyword,Keyword Intents,Position Type
normes de construction,84,84,50,19,0.32,https://www.cougnaud-construction.com/a-propos/normes/,0,0,0.00,0.06,43900000,"[36,63,18,36,45,63,45,36,45,45,63,27]",2023-06-13,"Sitelinks, Reviews, Featured snippet, People also ask, Related searches",informational,Organic
hopital charcot psychiatrie,45,45,90,17,0.00,https://www.cougnaud-construction.com/realisations/centre-hospitalier-charcot/,0,0,0.00,0,54500,"[18,18,18,100,100,100,100,100,100,63,100,81]",2023-06-20,"Local pack, Sitelinks, Find results on, Indented, Related searches",commercial,Organic
menu cantine saint nazaire,54,54,720,18,0.00,https://www.cougnaud-construction.com/realisations/restauration-dentreprise-stx/,0,0,0.00,0,235000,"[76,76,13,10,76,30,76,45,100,55,100,45]",2023-06-12,"Local pack, Image pack, Reviews, Find results on, Indented, Related searches","commercial, navigational",Organic
maison bleue crèche,69,69,70,39,0.54,https://www.cougnaud-construction.com/realisations/maison-bleue-saint-cyr/,0,0,0.00,0.12,593000,"[19,33,19,14,19,23,100,23,33,33,42,33]",2023-06-08,"Knowledge panel, Local pack, Sitelinks, Reviews, Image, Video Carousel, People also ask, Indented, Related searches",navigational,Organic
clinique veterinaire gironde,69,69,90,22,0.00,https://www.cougnaud-construction.com/realisations/clinique-veterinaire/,0,0,0.00,0.01,328000,"[23,42,14,9,100,80,52,23,42,66,52,52]",2023-06-06,"Local pack, Sitelinks, Reviews, People also ask, Find results on, Indented, Related searches",commercial,Organic
sem sisteron,28,28,40,17,0.00,https://www.cougnaud-construction.com/realisations/point-d-accueil-sem-sisteron/,0,0,0.00,0,67,"[5,8,3,3,6,18,3,3,3,3,15,3]",2023-06-08,"Knowledge panel, Image pack, Sitelinks, Reviews, Indented, Related searches",navigational,Organic
collège victor duruy fontenay,77,78,320,31,0.00,https://www.cougnaud-construction.com/realisations/salles-de-classe/,0,0,0.00,0,25500,"[43,43,14,22,81,66,81,54,100,43,100,54]",2023-06-25,"Knowledge panel, Image pack, Sitelinks, Reviews, Image, Indented, Related searches",navigational,Organic
george de la tour nancy,33,33,590,27,0.00,https://www.cougnaud-construction.com/realisations/college-lycee-g-de-la-tour/,0,0,0.00,0,17900000,"[100,100,81,81,81,54,54,44,81,81,81,54]",2023-06-18,"Knowledge panel, Image pack, Sitelinks, Reviews, Image, Related searches",navigational,Organic
bureau modulable occasion,41,41,50,7,1.24,https://www.cougnaud-construction.com/,0,0,0.00,1,91,"[64,50,78,50,50,21,28,35,14,28,35,35]",2023-05-30,"Local pack, Image pack, Reviews, Image, Find results on, Indented, Related searches",commercial,Organic
drahi x novation center,27,27,90,19,0.00,https://www.cougnaud-construction.com/realisations/ecole-polytechnique-palaiseau/,0,0,0.00,0,91,"[100,78,50,35,64,78,64,64,78,78,78,50]",2023-06-18,"Knowledge panel, Sitelinks, Reviews, Image, Indented, Related searches",navigational,Organic
ecole notre dame la roche sur yon,36,36,110,20,0.00,https://www.cougnaud-construction.com/realisations/restauration-dentreprise-notre-dame-du-roc/,0,0,0.00,0,75,"[66,80,23,23,100,52,52,52,66,42,66,42]",2023-06-06,"Knowledge panel, Image pack, Sitelinks, Reviews, Image, Related searches",navigational,Organic
constructuon,83,83,110,62,0.79,https://www.cougnaud-construction.com/,0,0,0.00,0.02,3240000000,"[100,82,66,0,82,0,23,23,0,0,0,0]",2023-06-05,"Instant answer, Knowledge panel, Local pack, Top stories, Sitelinks, Reviews, Image, People also ask, Related searches",commercial,Organic
ossature béton,55,55,40,10,0.00,https://www.cougnaud-construction.com/construction-modulaire/bois-metal-beton/,0,0,0.00,0.16,5690000,"[2,11,2,2,2,2,2,11,3,2,2,9]",2023-06-01,"Image pack, Sitelinks, Reviews, Image, Video Carousel, People also ask, Related searches",informational,Organic
hebergement calvi,58,0,210,19,0.76,https://www.cougnaud-construction.com/realisations/hebergement-et-stockage/,0,0,0.00,0.26,236000,"[100,100,81,100,43,65,21,21,100,43,81,100]",2023-06-25,"Reviews, Image, Hotels Pack, Indented, Related searches",commercial,Organic
centre formation foot,80,89,320,30,0.63,https://www.cougnaud-construction.com/realisations/centre-de-formation/,0,0,0.00,0.17,61500000,"[100,82,66,53,66,66,82,100,82,66,82,66]",2023-06-25,"Knowledge panel, Local pack, Top stories, Sitelinks, People also ask, Find results on, Related searches",commercial,Organic
hopital de sens 89,23,23,170,28,0.00,https://www.cougnaud-construction.com/realisations/locaux-medicaux-sens/,0,0,0.00,0,1330000,"[53,53,65,53,53,53,80,65,65,80,100,65]",2023-05-31,"Knowledge panel, Sitelinks, Reviews, Image, Indented, Related searches",navigational,Organic
centre medical sigean,56,56,40,18,0.00,https://www.cougnaud-construction.com/realisations/centre-medico-social-sigean/,0,0,0.00,0,86,"[1,1,5,5,1,1,1,1,1,1,1,1]",2023-06-18,"Local pack, Image pack, Reviews, Find results on, Indented, Related searches",commercial,Organic
bureau modulaire occasion,39,40,70,8,0.98,https://www.cougnaud-construction.com/,0,0,0.00,1,87,"[64,78,64,35,64,50,64,35,64,64,50,50]",2023-06-25,"Local pack, Reviews, Image, Find results on, Indented, Related searches",commercial,Organic
lycée général kérichen,65,65,260,31,0.00,https://www.cougnaud-construction.com/realisations/lycee-la-perouse-kerichen/,0,0,0.00,0.01,68,"[0,5,1,5,5,5,3,5,7,5,100,2]",2023-06-07,"Knowledge panel, Image pack, Sitelinks, Reviews, Related searches",navigational,Organic
algeco nantes,43,43,40,19,2.40,https://www.cougnaud-construction.com/,0,0,0.00,0.31,52100,"[71,42,57,42,71,57,57,71,57,71,100,71]",2023-06-14,"Local pack, Image pack, Image, Indented, Related searches",commercial,Organic
la mairie de corbeil,37,37,50,26,0.00,https://www.cougnaud-construction.com/realisations/point-d-accueil-mairie-corbeil-essonne/,0,0,0.00,0,1080000,"[100,100,18,100,63,18,18,18,18,18,18,18]",2023-06-14,"Local pack, Sitelinks, Find results on, Related searches","commercial, navigational",Organic
construcion,86,86,140,67,0.00,https://www.cougnaud-construction.com/,0,0,0.00,0.01,2870000000,"[100,35,35,28,35,28,23,66,35,23,12,17]",2023-06-04,"Instant answer, Knowledge panel, Local pack, Top stories, Sitelinks, Reviews, Image, People also ask, Indented, Related searches",commercial,Organic
centre dentrainement,64,64,320,32,0.00,https://www.cougnaud-construction.com/realisations/centre-dentrainement/,0,0,0.00,0.01,13500000,"[100,66,66,100,81,66,81,0,0,0,6,0]",2023-06-19,"Local pack, Image pack, Image, Video Carousel, People also ask, Find results on, Indented, Related searches",commercial,Organic
constructiond,84,84,70,60,0.35,https://www.cougnaud-construction.com/,0,0,0.00,0.01,2780000000,"[72,0,0,2,0,7,2,0,0,0,0,0]",2023-05-27,"Instant answer, Knowledge panel, Local pack, Top stories, Sitelinks, Reviews, Image, Video Carousel, People also ask, Indented, Related searches",commercial,Organic
recey-sur-ource,67,67,320,22,0.00,https://www.cougnaud-construction.com/temoignage-recey-sur-ource/,0,0,0.00,0.01,202000,"[3,0,0,0,100,81,12,44,81,36,12,54]",2023-06-16,"Image pack, Sitelinks, Reviews, Image, FAQ, Indented, Address pack, Related searches",informational,Organic
nouveau lycee vincennes,55,55,70,21,0.00,https://www.cougnaud-construction.com/ouverture-college-vincennes/,0,0,0.00,0,94,"[0,1,0,0,0,0,0,0,1,8,23,100]",2023-05-30,"Local pack, Image pack, Reviews, Image, Find results on, Related searches","commercial, navigational",Organic
alsh quimperlé,22,22,70,12,0.00,https://www.cougnaud-construction.com/realisations/accueil-de-loisirs-quimperle/,0,0,0.00,0,80,"[7,42,42,7,42,42,7,7,42,34,42,34]",2023-06-03,"Knowledge panel, Image pack, Reviews, Image, Indented, Related searches",informational,Organic
maison medicale descartes,55,55,110,24,0.00,https://www.cougnaud-construction.com/maison-medicale-sagrandit/,0,0,0.00,0.01,2220000,"[53,65,53,53,42,53,42,65,53,34,7,42]",2023-06-16,"Local pack, Image pack, Image, Find results on, Indented, Related searches",commercial,Organic
lycee georges de la tour nancy,27,27,720,30,0.00,https://www.cougnaud-construction.com/realisations/college-lycee-g-de-la-tour/,0,0,0.00,0,78,"[76,100,67,67,36,24,45,16,45,55,67,36]",2023-06-20,"Knowledge panel, Image pack, Sitelinks, Reviews, Indented, Related searches",navigational,Organic
internat kerichen,51,51,70,23,0.00,https://www.cougnaud-construction.com/lycee-la-perouse-kerichen/,0,0,0.00,0,61,"[11,100,64,64,64,41,41,23,41,11,52,23]",2023-06-12,"Knowledge panel, Image pack, Reviews, Image, Indented, Related searches","navigational, transactional",Organic
collège de saint exupéry,43,43,90,34,0.00,https://www.cougnaud-construction.com/realisations/college-saint-exupery/,0,0,0.00,0,4700000,"[8,8,1,1,8,8,6,8,10,8,1,1]",2023-06-22,"Local pack, Image pack, Sitelinks, Reviews, People also ask, Find results on, Indented, Related searches",informational,Organic
henri laborit poitiers,71,71,320,25,0.00,https://www.cougnaud-construction.com/realisations/etablissement-de-sante-poitiers/,0,0,0.00,0,99,"[100,100,82,82,100,100,66,53,66,66,53,82]",2023-06-23,"Local pack, Image pack, Sitelinks, Reviews, Find results on, Indented, Related searches","commercial, navigational",Organic
cougnaud toulouse,5,5,40,17,1.35,https://www.cougnaud-construction.com/,0,0,0.00,0.21,83,"[3,3,3,18,18,3,3,3,3,3,3,3]",2023-06-22,"Local pack, Image pack, Sitelinks, Reviews, Image, Find results on, Indented, Related searches",commercial,Organic
cougnaud services,16,16,140,26,0.82,https://www.cougnaud-construction.com/,0,0,0.00,0.15,95,"[53,53,34,28,28,34,34,34,100,53,43,28]",2023-06-21,"Local pack, Image pack, Sitelinks, Reviews, Image, FAQ, Indented, Related searches",navigational,Organic
girondins de bordeaux 33,25,25,50,69,0.00,https://www.cougnaud-construction.com/realisations/club-house-fc-girondins-bordeaux/,0,0,0.00,0,2580000,"[15,12,100,34,6,6,6,6,6,6,6,6]",2023-06-10,"Image pack, Sitelinks, Reviews, Twitter carousel, Related searches",navigational,Organic
maire de corbeil essonne,64,64,140,34,0.00,https://www.cougnaud-construction.com/realisations/point-d-accueil-mairie-corbeil-essonne/,0,0,0.00,0,437000,"[100,66,66,52,66,52,66,52,52,52,52,66]",2023-06-02,"Instant answer, Knowledge panel, Sitelinks, Reviews, Image, People also ask, FAQ, Indented, Related searches",informational,Organic
collège st éxupéry,41,41,70,31,0.00,https://www.cougnaud-construction.com/realisations/college-saint-exupery/,0,0,0.00,0,716000000,"[0,0,0,0,0,0,0,80,80,66,100,42]",2023-06-17,"Local pack, Image pack, Sitelinks, Reviews, Find results on, Indented, Related searches",informational,Organic
maisons des communes,8,8,590,24,0.00,https://www.cougnaud-construction.com/realisations/maison-des-communes/,0,0,0.00,0,57600000,"[54,67,44,36,67,67,67,67,100,54,67,36]",2023-06-19,"Local pack, Sitelinks, Reviews, People also ask, Find results on","commercial, navigational",Organic
cabinet medical coex,73,73,70,25,0.00,https://www.cougnaud-construction.com/construction-de-batiments-medicaux/,0,0,0.00,0.01,763000,"[18,18,18,18,18,100,100,63,100,100,100,63]",2023-05-30,"Knowledge panel, Image pack, Reviews, Image, Indented, Related searches","informational, transactional",Organic
location salle saint avertin,33,33,40,18,0.00,https://www.cougnaud-construction.com/realisations/salle-polyvalente-saint-avertin/,0,0,0.00,0.02,77100,"[5,5,5,5,5,5,5,5,28,28,5,7]",2023-06-10,"Local pack, Reviews, Image, Find results on, Indented, Related searches",commercial,Organic
laboratoire bio d'oc,19,19,260,30,0.00,https://www.cougnaud-construction.com/realisations/laboratoire-medicale-carcasonne/,0,0,0.00,0,3500000,"[2,0,0,0,0,81,81,100,100,81,81,100]",2023-05-29,"Local pack, Image pack, Sitelinks, Image, Indented, Related searches",navigational,Organic
institut gustave roussy villejuif,15,15,480,41,24.36,https://www.cougnaud-construction.com/realisations/laboratoire-institut-gustave-roussy/,0,0,0.00,0.01,381000,"[66,66,66,44,81,81,66,66,81,81,66,66]",2023-06-19,"Local pack, Sitelinks, Reviews, Image, People also ask, Find results on, Twitter carousel, Indented, Related searches","commercial, navigational",Organic
acier construction,72,72,50,30,0.36,https://www.cougnaud-construction.com/construction-modulaire/bois-metal-beton/,0,0,0.00,0.23,28100000,"[45,27,18,18,63,100,100,36,100,45,45,18]",2023-06-04,"Knowledge panel, Local pack, Sitelinks, Reviews, Image, Video Carousel, People also ask, Indented, Related searches",commercial,Organic
responsablement,58,58,480,33,0.00,https://www.cougnaud-construction.com/construire-reponsable/,0,0,0.00,0,207000,"[100,44,36,44,54,67,67,44,67,67,81,54]",2023-06-13,"Featured snippet, Image, Indented, Related searches",informational,Organic
milly la foret mairie,67,67,140,26,0.00,https://www.cougnaud-construction.com/realisations/maison-des-associations/,0,0,0.00,0,448000,"[100,100,80,42,52,52,42,42,80,52,52,66]",2023-06-08,"Knowledge panel, Sitelinks, Reviews, Image, People also ask, Indented, Related searches",navigational,Organic
finist'mer,39,32,140,27,0.00,https://www.cougnaud-construction.com/realisations/point-d-accueil-finist-merc/,0,0,0.00,0,88,"[0,0,2,0,100,15,6,29,0,0,0,81]",2023-06-25,"Knowledge panel, Local pack, Sitelinks, Reviews, Image, FAQ, Find results on, Indented, Related searches","commercial, navigational",Organic
laboratoire montpon,59,59,260,30,0.00,https://www.cougnaud-construction.com/realisations/laboratoire-medicale-carcasonne/,0,0,0.00,0,86,"[20,24,24,16,16,16,30,20,30,20,13,16]",2023-06-21,"Local pack, Find results on, Indented",commercial,Organic
construci,72,72,140,62,0.00,https://www.cougnaud-construction.com/,0,0,0.00,0.01,4130000000,"[65,81,81,65,0,65,0,0,81,0,21,53]",2023-06-19,"Instant answer, Local pack, Top stories, Image pack, Sitelinks, Reviews, Image, Video Carousel, People also ask, Indented, Related searches, See results about",navigational,Organic
collège pvc,79,79,110,30,0.24,https://www.cougnaud-construction.com/realisations/college-saint-exupery/,0,0,0.00,0.95,1250000,"[0,0,0,0,0,0,0,0,100,0,0,0]",2023-06-11,"Local pack, Image pack, Sitelinks, Reviews, Find results on, Indented, Related searches",navigational,Organic
magasin d'usine la roche sur yon,33,33,40,28,0.00,https://www.cougnaud-construction.com/realisations/espace-commercial/,0,0,0.00,0.01,540000,"[0,0,3,3,100,19,11,11,7,7,7,15]",2023-06-18,"Local pack, Reviews, Image, Find results on, Indented, Related searches",commercial,Organic
maire de dompierre sur yon,65,65,50,17,0.00,https://www.cougnaud-construction.com/realisations/accueil-periscolaire-dompierre-sur-yon/,0,0,0.00,0,236000,"[0,0,0,0,0,0,0,0,11,100,100,100]",2023-06-22,"Knowledge panel, Image pack, Sitelinks, Reviews, Featured snippet, Video Carousel, People also ask, Indented, Related searches","informational, navigational",Organic
maison de l essonne,48,48,320,16,0.71,https://www.cougnaud-construction.com/realisations/maison-departementale-des-solidarites-essonne/,0,0,0.00,0.01,21900000,"[66,100,82,82,100,100,82,82,82,66,66,66]",2023-06-16,"Local pack, Reviews, Image, Find results on, Indented, Related searches",commercial,Organic
village pressac,66,66,110,20,0.00,https://www.cougnaud-construction.com/realisations/point-d-accueil-village-flottant-pressac/,0,0,0.00,0.01,172000,"[66,80,80,66,42,52,23,33,42,42,80,66]",2023-06-15,"Knowledge panel, Image pack, Sitelinks, Reviews, Image, Video Carousel, FAQ, Indented, Related searches","navigational, transactional",Organic
efrei gorki,40,40,110,22,0.00,https://www.cougnaud-construction.com/cougnaud-installe-700-m%C2%B2-despace-de-co-working-pour-les-ingenieurs-de-lefrei/,0,0,0.00,0,93,"[4,22,10,6,100,54,35,18,18,22,4,4]",2023-06-17,"Knowledge panel, Image pack, Reviews, Image, Related searches","navigational, transactional",Organic
construction et bois,63,63,40,31,0.00,https://www.cougnaud-construction.com/construction-modulaire/bois-metal-beton/construction-bois/ossature-bois/,0,0,0.00,0,103000000,"[28,28,57,71,57,100,100,28,28,57,57,57]",2023-06-07,"Knowledge panel, Local pack, Sitelinks, Reviews, Image, Video Carousel, People also ask, Indented, Related searches","informational, transactional",Organic
conseil departemental 06,72,72,720,45,0.00,https://www.cougnaud-construction.com/realisations/conseil-departemental-des-alpes-maritimes/,0,0,0.00,0,1530000,"[55,45,45,55,45,55,55,20,62,30,55,36]",2023-06-18,"Knowledge panel, Local pack, Sitelinks, Reviews, Find results on, Indented, Related searches","commercial, navigational",Organic
facade bois,27,27,590,25,0.49,https://www.cougnaud-construction.com/construction-modulaire/bois-metal-beton/construction-bois/ossature-bois/fob/,0,0,0.00,1,14500000,"[100,100,81,66,100,100,81,66,100,66,100,100]",2023-06-17,"Knowledge panel, Image pack, Sitelinks, Reviews, Image, People also ask, Indented, Related searches",navigational,Organic
algeco bordeaux,63,63,70,19,2.39,https://www.cougnaud-construction.com/,0,0,0.00,0.63,75000,"[18,18,18,18,18,100,100,63,100,100,63,63]",2023-06-09,"Knowledge panel, Image, Ads bottom, People also ask, Indented, Related searches","navigational, transactional",Organic
vestiaires foot,33,33,210,38,1.10,https://www.cougnaud-construction.com/realisations/vestiaires-sportifs-auterive/,0,0,0.00,0.56,6980000,"[12,15,12,44,10,10,15,81,15,7,12,12]",2023-06-13,"Knowledge panel, Image pack, Sitelinks, Reviews, Video Carousel, Indented, Related searches","informational, navigational",Organic
europcar marignane téléphone,39,39,40,21,2.30,https://www.cougnaud-construction.com/realisations/agence-de-location/,0,0,0.00,0.31,60,"[23,23,29,29,17,17,23,11,23,23,11,17]",2023-06-24,"Knowledge panel, Image pack, Reviews, Ads bottom, Related searches","navigational, transactional",Organic
solution modulaire,63,63,170,22,0.87,https://www.cougnaud-construction.com/construction-modulaire-2/architecture-modulaire/,0,0,0.00,0.48,5120000,"[52,80,100,100,100,100,80,52,80,100,66,66]",2023-06-24,"Local pack, Image pack, Sitelinks, Reviews, Image, Find results on, Indented, Related searches","commercial, navigational",Organic
contstruction,90,90,50,61,0.79,https://www.cougnaud-construction.com/,0,0,0.00,0.02,2740000000,"[0,0,100,0,0,0,21,100,0,0,0,0]",2023-06-04,"Instant answer, Knowledge panel, Local pack, Top stories, Sitelinks, Reviews, Image, People also ask, Related searches",commercial,Organic
hgct,30,30,140,30,0.00,https://www.cougnaud-construction.com/realisations/hoffmann-green-cement-technologies/,0,0,0.00,0,88,"[100,100,64,52,100,64,64,64,52,82,82,64]",2023-06-22,"Knowledge panel, Image pack, Sitelinks, Image, Indented, Related searches",navigational,Organic
laverie blanc mesnil,70,70,70,18,0.00,https://www.cougnaud-construction.com/realisations/restaurant-scolaire-le-blanc-mesnil/,0,0,0.00,0.04,91,"[9,52,52,9,9,80,33,42,33,9,42,52]",2023-06-21,"Local pack, Image pack, Reviews, Image, Find results on, Indented, Related searches",commercial,Organic
laboratoire analyses carcassonne,39,39,320,21,0.00,https://www.cougnaud-construction.com/realisations/laboratoire-medicale-carcasonne/,0,0,0.00,0,98,"[35,54,35,54,44,66,81,54,66,35,44,44]",2023-06-22,"Local pack, Image, Find results on, Indented, Related searches",commercial,Organic
nicolas roué,10,10,40,19,0.00,https://www.cougnaud-construction.com/temoignage-europcar/,0,0,0.00,0,147000,"[14,14,14,14,21,14,14,21,100,50,14,14]",2023-06-01,"Image pack, Reviews, Image, Indented, Related searches",informational,Organic
bio d'oc carcassonne,17,17,590,29,0.00,https://www.cougnaud-construction.com/realisations/laboratoire-medicale-carcasonne/,0,0,0.00,0,1240000,"[0,0,0,0,100,1,55,30,55,62,81,62]",2023-06-18,"Knowledge panel, Image pack, Sitelinks, Reviews, Image, Indented, Related searches",navigational,Organic
salle des fetes melun,92,92,90,16,0.26,https://www.cougnaud-construction.com/realisations/salle-polyvalente/,0,0,0.00,0.19,180000,"[41,64,82,52,41,23,52,64,64,41,41,41]",2023-05-31,"Local pack, Sitelinks, Reviews, Image, Find results on, Indented, Related searches",commercial,Organic
college saint paul sainte hermine,28,28,50,20,0.00,https://www.cougnaud-construction.com/realisations/college-sainte-hermine/,0,0,0.00,0,73,"[7,7,7,7,100,7,100,7,100,7,7,7]",2023-06-05,"Knowledge panel, Image pack, Sitelinks, Reviews, Image, Indented, Related searches",navigational,Organic
collège du puy chabot,49,49,140,21,0.00,https://www.cougnaud-construction.com/un-restaurant-pour-le-college-puy-chabot/,0,0,0.00,0,73,"[80,80,52,52,80,52,80,52,100,52,52,33]",2023-06-13,"Knowledge panel, Image pack, Sitelinks, Reviews, Image, Related searches",navigational,Organic
creche les saisies,48,48,40,15,0.00,https://www.cougnaud-construction.com/realisations/maison-bleue-saint-cyr/,0,0,0.00,0.04,2180000,"[1,1,1,1,1,1,1,6,6,1,1,1]",2023-06-19,"Reviews, Image, Indented, Related searches",transactional,Organic
batiment 6,57,57,50,13,0.00,https://www.cougnaud-construction.com/generation-batiment-ecoresponsable-6/,0,0,0.00,0,3410000000,"[14,14,14,14,78,78,78,78,100,14,14,14]",2023-06-10,"Knowledge panel, Image pack, Reviews, Image, Video Carousel, Indented, Related searches",informational,Organic
chantier de l atlantique saint nazaire,53,53,320,26,0.00,https://www.cougnaud-construction.com/realisations/restauration-dentreprise-stx/,0,0,0.00,0,666000,"[20,30,20,24,24,24,16,10,16,13,13,20]",2023-06-24,"Local pack, Sitelinks, Reviews, Image, People also ask, Find results on, Indented, Related searches",commercial,Organic
la maison bleu creche,90,90,210,34,0.53,https://www.cougnaud-construction.com/realisations/maison-bleue-saint-cyr/,0,0,0.00,0.1,2120000,"[43,54,43,35,54,35,29,22,43,29,35,100]",2023-06-15,"Knowledge panel, Local pack, Sitelinks, Reviews, People also ask, Indented, Related searches",navigational,Organic
musée essonne,51,51,260,13,0.00,https://www.cougnaud-construction.com/realisations/musee-francais-de-la-photographie/,0,0,0.00,0,0,"[54,43,66,54,54,35,43,54,43,54,81,81]",2023-06-02,"Carousel, Sitelinks, Reviews, Image, Indented, Related searches",commercial,Organic
mairie de brétigny-sur-orge,83,83,140,26,0.00,https://www.cougnaud-construction.com/realisations/locaux-techniques-bretigny-sur-orge/,0,0,0.00,0,210000,"[0,0,0,0,0,0,2,54,100,2,4,66]",2023-06-13,"Knowledge panel, Image pack, Sitelinks, Reviews, Image, Indented, Related searches",navigational,Organic
location voiture marignane aéroport europcar,38,38,40,21,2.55,https://www.cougnaud-construction.com/temoignage-europcar/,0,0,0.00,0.56,69,"[36,27,18,18,18,18,18,27,45,45,45,63]",2023-06-04,"Knowledge panel, Image pack, Reviews, Image, People also ask, Indented, Related searches","informational, transactional",Organic
jspm,27,27,170,18,0.00,https://www.cougnaud-construction.com/realisations/bureaux-jspm-areva/,0,0,0.00,0,1080000,"[53,80,80,53,53,100,80,65,53,42,53,80]",2023-05-29,"Knowledge panel, Image pack, Reviews, Image, Indented, Related searches",transactional,Organic
chryso,54,54,1300,23,1.27,https://www.cougnaud-construction.com/realisations/restaurant-dentreprise-chryso/,0,0,0.00,0.01,3160000,"[36,44,36,20,44,44,36,27,44,36,52,36]",2023-06-19,"Knowledge panel, Local pack, Sitelinks, Reviews, Find results on, Indented","commercial, navigational",Organic
la poste de corbeil essonnes,85,85,90,31,0.00,https://www.cougnaud-construction.com/realisations/point-d-accueil-mairie-corbeil-essonne/,0,0,0.00,0,940000,"[18,18,23,8,23,23,18,15,15,3,3,18]",2023-06-13,"Local pack, Image pack, Reviews, Indented, Related searches",transactional,Organic
crèche la maison bleue,65,65,260,36,0.67,https://www.cougnaud-construction.com/realisations/maison-bleue-saint-cyr/,0,0,0.00,0.07,95,"[15,23,23,12,23,19,15,12,29,81,100,23]",2023-06-07,"Knowledge panel, Local pack, Sitelinks, Reviews, Image, People also ask, Indented, Related searches",navigational,Organic
centre de formation olympique lyonnais,85,85,90,22,0.81,https://www.cougnaud-construction.com/groupama-ol-academy/,0,0,0.00,0.02,954000,"[41,41,29,64,64,100,52,64,82,52,52,41]",2023-06-16,"Instant answer, Knowledge panel, Top stories, Reviews, People also ask, Twitter carousel, Indented, Related searches","informational, navigational",Organic
algeco bois occasion,48,48,70,15,0.66,https://www.cougnaud-construction.com/,0,0,0.00,1,71,"[64,52,29,29,29,52,52,52,23,52,52,64]",2023-06-02,"Local pack, Reviews, Find results on, Indented, Related searches",commercial,Organic
lycée kerichen brest,39,39,260,31,0.00,https://www.cougnaud-construction.com/realisations/lycee-la-perouse-kerichen/,0,0,0.00,0,85,"[35,66,100,43,53,53,35,35,43,82,53,100]",2023-05-31,"Local pack, Sitelinks, Reviews, Image, FAQ, Find results on, Indented, Related searches","commercial, navigational",Organic
google map troyes,46,46,50,23,0.00,https://www.cougnaud-construction.com/informations-sur-les-cookies/,0,0,0.00,0,1640000,"[63,45,45,36,36,27,45,36,63,36,63,36]",2023-06-10,"Sitelinks, Reviews, Image, Indented, Address pack, Related searches",informational,Organic
gare maritime de nantes,16,16,50,21,0.00,https://www.cougnaud-construction.com/realisations/point-d-accueil-finist-merc/,0,0,0.00,0,2490000,"[7,42,42,42,42,7,7,7,7,7,7,7]",2023-06-17,"Knowledge panel, Image pack, Reviews, Image, People also ask, Indented, Related searches",informational,Organic
sem construction,67,67,40,19,0.00,https://www.cougnaud-construction.com/realisations/point-d-accueil-sem-sisteron/,0,0,0.00,0.02,140000000,"[57,71,57,28,28,57,57,28,42,42,71,71]",2023-06-10,"Local pack, Image pack, Sitelinks, Reviews, People also ask, Find results on, Indented, Related searches",commercial,Organic
cofiroute le mans,32,32,110,22,0.00,https://www.cougnaud-construction.com/realisations/point-d-accueil-cofiroute/,0,0,0.00,0,93,"[42,42,42,100,42,34,42,34,42,7,7,42]",2023-06-16,"Knowledge panel, Image pack, Reviews, Image, People also ask, Related searches",navigational,Organic
mediatheque de levallois,51,51,210,34,0.00,https://www.cougnaud-construction.com/realisations/mediatheque-covivio/,0,0,0.00,0,241000,"[100,100,100,80,80,100,65,65,65,53,65,53]",2023-06-21,"Local pack, Image pack, Sitelinks, Image, Video Carousel, Find results on, Indented, Related searches","commercial, navigational",Organic
construction stade,72,72,40,29,0.00,https://www.cougnaud-construction.com/realisations/bureaux-administratif-stade-rennais/,0,0,0.00,0,25500000,"[11,11,11,15,11,11,26,15,15,11,11,15]",2023-06-06,"Image pack, Sitelinks, Reviews, Image, People also ask, Related searches","commercial, informational",Organic
algeco occasion toulouse,33,33,70,16,0.70,https://www.cougnaud-construction.com/,0,0,0.00,0.58,96,"[66,52,33,33,52,33,42,23,23,33,19,23]",2023-05-31,"Local pack, Sitelinks, Reviews, Ads top, Find results on, Indented, Related searches",commercial,Organic
polytechnique palaiseau,39,39,260,44,0.46,https://www.cougnaud-construction.com/realisations/ecole-polytechnique-palaiseau/,0,0,0.00,0.06,1480000,"[66,100,66,53,100,82,82,43,53,66,82,66]",2023-06-14,"Knowledge panel, Image pack, Sitelinks, Reviews, Image, People also ask, Related searches",navigational,Organic
lycée nancy,69,69,1000,44,0.17,https://www.cougnaud-construction.com/realisations/college-lycee-g-de-la-tour/,0,0,0.00,0.01,7160000,"[81,81,62,55,81,62,62,45,100,62,100,55]",2023-06-20,"Local pack, Reviews, Featured snippet, Image, Find results on, Indented, Related searches",commercial,Organic
dechelette architecture,53,53,170,29,0.00,https://www.cougnaud-construction.com/un-equipement-de-prestige-pour-les-elus/,0,0,0.00,0,85,"[81,43,65,43,28,65,65,53,34,100,43,43]",2023-06-01,"Knowledge panel, Image pack, Sitelinks, Reviews, Image, Related searches",navigational,Organic
algeco dimensions,95,95,50,13,0.54,https://www.cougnaud-construction.com/,0,0,0.00,0.21,72000,"[63,45,36,0,36,36,45,36,45,45,100,81]",2023-06-04,"Image pack, Reviews, Featured snippet, Image, People also ask, Indented, Related searches",informational,Organic
