Keyword,Position,Previous position,Search Volume,Keyword Difficulty,CPC,URL,Traffic,Traffic (%),Traffic Cost,Competition,Number of Results,Trends,Timestamp,SERP Features by Keyword,Keyword Intents,Position Type
mairie parcé sur sarthe,40,40,110,22,0.00,https://www.portakabin.com/fr/etudes-de-cas/mairie-de-parce-sur-sarthe/,0,0,0.00,0,89,"[100,100,78,78,78,64,64,64,78,64,78,64]",2023-06-14,"Knowledge panel, Image pack, Sitelinks, Reviews, FAQ, Indented, Related searches",navigational,Organic
un refectoire,73,73,90,36,0.00,https://www.portakabin.com/fr/nos-batiments/etablissements-de-sante/non-clinique/refectoires/,0,0,0.00,0,124000,"[63,63,45,63,81,63,100,100,100,100,100,63]",2023-06-04,"Image pack, Reviews, Featured snippet, Related searches",informational,Organic
boutiqueusine,20,20,210,17,0.57,https://www.portakabin.com/fr/actualites-et-evenements/actualites/la-charlotte/,0,0,0.00,0.08,86,"[35,28,35,100,43,53,66,100,53,28,53,43]",2023-06-05,"Image pack, Reviews, Image, Indented, Related searches",informational,Organic
ixina belgique,71,71,90,42,1.18,https://www.portakabin.com/be-fr/etudes-de-cas/ixina/,0,0,0.00,0.04,89,"[100,45,45,63,100,100,63,45,63,100,100,45]",2023-06-04,"Local pack, Image pack, Sitelinks, Reviews, Image, Ads top, People also ask, Indented, Related searches",navigational,Organic
location algeco bureau prix,75,75,40,7,1.52,https://www.portakabin.com/fr/,0,0,0.00,0.46,89,"[14,14,21,14,35,21,28,21,28,28,50,28]",2023-06-24,"Sitelinks, Reviews, Image, Ads top, Indented, Related searches",commercial,Organic
prefabriqué,59,59,390,22,0.95,https://www.portakabin.com/lu-fr/pourquoi-modulaire/qu-est-ce-qu-un-batiment-modulaire/,0,0,0.00,0.95,113000,"[62,36,24,10,100,20,8,10,4,6,6,5]",2023-06-23,"Instant answer, Knowledge panel, Sitelinks, Reviews, Image, People also ask, Indented, Related searches",informational,Organic
kabin societe,47,47,110,23,0.00,https://www.portakabin.com/fr/a-propos-de-nous/marques-deposees/portakabin-ou-portacabin/,0,0,0.00,0,97,"[53,0,43,43,0,81,81,0,100,0,53,0]",2023-06-20,"Knowledge panel, Image pack, Reviews, Related searches",navigational,Organic
routenet belgie,26,26,40,46,0.00,https://www.portakabin.com/be-fr/pourquoi-portakabin/durabilite/,0,0,0.00,0,83,"[14,14,78,78,14,14,14,14,14,14,14,14]",2023-06-02,"Image pack, Indented, Related searches","informational, transactional",Organic
mairie de parcé sur sarthe,36,36,110,22,0.00,https://www.portakabin.com/fr/etudes-de-cas/mairie-de-parce-sur-sarthe/,0,0,0.00,0,95,"[78,100,64,50,64,78,78,78,64,64,100,78]",2023-06-08,"Knowledge panel, Image pack, Sitelinks, Reviews, Image, FAQ, Related searches",navigational,Organic
eve 1 2 3 soleil,47,47,40,10,0.00,https://www.portakabin.com/fr/etudes-de-cas/creche-1-2-3-soleil/,0,0,0.00,0,92400000,"[64,100,14,14,14,14,14,14,14,14,14,14]",2023-06-08,"Knowledge panel, Image pack, Reviews, Indented, Related searches",navigational,Organic
prix cabine douche-wc préfabriqué,57,57,90,8,0.43,https://www.portakabin.com/fr/nos-batiments/toilettes-douches-et-vestiaires/,0,0,0.00,0.98,79,"[9,19,9,14,14,52,80,52,52,42,52,52]",2023-06-02,"Sitelinks, Reviews, Image, Ads bottom, Shopping ads, Indented, Related searches",transactional,Organic
air liquide blanc mesnil,43,43,210,20,0.00,https://www.portakabin.com/be-fr/etudes-de-cas/air-liquide/,0,0,0.00,0,350000,"[65,80,80,65,53,80,100,80,100,100,80,53]",2023-05-29,"Local pack, Reviews, Indented, Related searches",commercial,Organic
taille toilettes m2,59,57,320,20,0.00,https://www.portakabin.com/fr/nos-batiments/notre-gamme-de-produits/bloc-sanitaire-prefabrique/toilettes-douches-et-vestiaires/,0,0,0.00,0.16,1220000,"[0,1,2,67,81,100,0]",2023-06-25,"Image pack, Sitelinks, Reviews, Featured snippet, Image, People also ask, Related searches",informational,Organic
établissements de santé,45,45,590,33,4.92,https://www.portakabin.com/fr/nos-batiments/etablissements-de-sante/,0,0,0.00,0.01,72600000,"[55,34,2,3,16,20,30,20,11,11,34,20]",2023-06-19,"Knowledge panel, Sitelinks, Reviews, People also ask, Indented, Related searches",informational,Organic
acp immobilier,78,78,480,23,1.23,https://www.portakabin.com/fr/etudes-de-cas/acp-immo/,0,0,0.00,0.03,3140000,"[81,66,81,66,100,100,81,54,100,81,100,66]",2023-06-23,"Local pack, Image pack, Sitelinks, Reviews, Find results on, Indented, Related searches","commercial, navigational",Organic
qu'est ce qu'un batiment,62,62,70,41,0.00,https://www.portakabin.com/be-fr/pourquoi-modulaire/qu-est-ce-qu-un-batiment-modulaire/,0,0,0.00,0,32100000,"[0,0,0,0,0,0,0,80,66,100,80,100]",2023-06-02,"Instant answer, Knowledge panel, Reviews, People also ask, Indented, Related searches",informational,Organic
orgères rennes,54,54,40,16,0.00,https://www.portakabin.com/fr/nos-agences/agence-de-rennes/,0,0,0.00,0,212000,"[41,52,41,52,29,29,11,11,11,11,11,11]",2023-06-12,"Knowledge panel, Image pack, Sitelinks, Reviews, Image, Indented, Related searches","informational, transactional",Organic
fitzpatrick referral,22,22,50,37,0.00,https://www.portakabin.com/gb-en/case-studies/fitzpatrick-referrals/,0,0,0.00,0,3960000,"[0,0,100,0,34,43,0,0,0,0,0,0]",2023-06-04,"Knowledge panel, Image pack, Sitelinks, Reviews, Indented, Related searches",navigational,Organic
mathilde hendriks,26,26,70,26,0.00,https://www.portakabin.com/fr/etudes-de-cas/espace-medical-du-faubourg/,0,0,0.00,0,89,"[4,22,4,22,35,18,14,18,14,4,4,4]",2023-06-08,"Knowledge panel, Image pack, Reviews, FAQ, Indented",informational,Organic
grand couronne,36,35,5400,32,0.00,https://www.portakabin.com/fr/etudes-de-cas/mairie-de-grand-couronne/,0,0,0.00,0,37000000,"[54,54,54,54,54,54,44,44,100,13,23,54]",2023-06-25,"Knowledge panel, Top stories, Sitelinks, Reviews, Image, People also ask, Twitter carousel, Indented, Related searches","informational, navigational",Organic
albrid,59,59,40,21,0.00,https://www.portakabin.com/fr/etudes-de-cas/kensington-aldridge-academy/,0,0,0.00,0,91,"[66,3,3,3,3,3,3,0,0,0,3,3]",2023-06-18,"Knowledge panel, Reviews, Indented","informational, transactional",Organic
solution modulaire,27,27,170,22,0.87,https://www.portakabin.com/fr/,0,0,0.00,0.48,5120000,"[52,80,100,100,100,100,80,52,80,100,66,66]",2023-06-24,"Local pack, Image pack, Sitelinks, Reviews, Image, Find results on, Indented, Related searches","commercial, navigational",Organic
hôpital saint-grégoire,37,37,110,35,0.00,https://www.portakabin.com/fr/etudes-de-cas/clinique-saint-gregoire/,0,0,0.00,0,1550000,"[7,3,65,3,0,26,34,3,80,80,100,65]",2023-06-13,"Local pack, Image pack, Sitelinks, Reviews, Image, Find results on, Indented, Related searches","commercial, navigational",Organic
cabinet medical souppes sur loing,86,86,90,23,0.00,https://www.portakabin.com/fr/etudes-de-cas/,0,0,0.00,0,35500,"[52,64,82,82,64,64,64,41,52,52,41,41]",2023-06-01,"Local pack, Image pack, Reviews, Find results on, Indented, Related searches",commercial,Organic
dépendemment,27,27,70,40,0.00,https://www.portakabin.com/lu-fr/etudes-de-cas/mairie-de-grand-couronne/,0,0,0.00,0,61300,"[0,0,0,0,0,0,100,0,0,100,0,0]",2023-06-20,"Image pack, Reviews, Featured snippet, Indented, Related searches",informational,Organic
bureau de chantier,20,20,210,4,1.38,https://www.portakabin.com/fr/nos-batiments/bureaux-de-chantier/,0,0,0.00,1,26900000,"[65,65,65,80,100,80,80,65,80,80,65,80]",2023-06-21,"Image pack, Reviews, Image, Related searches",informational,Organic
sepr lyon 3,78,78,170,30,1.55,https://www.portakabin.com/fr/etudes-de-cas/sepr/,0,0,0.00,0.11,139000,"[66,82,53,53,82,43,43,28,35,35,35,28]",2023-06-07,"Knowledge panel, Image pack, Sitelinks, Reviews, Related searches",navigational,Organic
8 rue de l'industrie,45,45,260,18,0.00,https://www.portakabin.com/fr/actualites-et-evenements/actualites/-industrie/,0,0,0.00,0,180000000,"[0,3,0,0,0,0,100,0,100,0,0,0]",2023-06-06,"Image pack, Sitelinks, Reviews, Indented, Address pack",informational,Organic
locaux synonyme,36,36,210,30,0.00,https://www.portakabin.com/fr/nos-batiments/etablissements-scolaires/locaux-techniques/,0,0,0.00,0,3380000,"[35,100,35,18,22,35,29,35,54,29,43,35]",2023-06-23,"Featured snippet, People also ask, Indented, Related searches",informational,Organic
tygre rugby,30,30,110,25,0.00,https://www.portakabin.com/fr/etudes-de-cas/ville-de-yutz/,0,0,0.00,0,57,"[64,64,64,64,64,64,100,41,52,11,52,64]",2023-06-04,"Knowledge panel, Image pack, Indented, Related searches",informational,Organic
cyril petit,31,31,320,20,0.00,https://www.portakabin.com/fr/actualites-et-evenements/actualites/portakabin-france-nomme-un-nouveau-president/,0,0,0.00,0,19300000,"[37,16,20,13,20,25,16,11,13,13,20,16]",2023-06-24,"Image pack, Reviews, Image, Twitter carousel, Indented",informational,Organic
construction préfabriquée,13,13,110,15,1.05,https://www.portakabin.com/lu-fr/pourquoi-modulaire/qu-est-ce-qu-un-batiment-modulaire/,0,0,0.00,0.96,415000,"[100,82,52,82,52,64,64,52,52,64,82,82]",2023-06-15,"Knowledge panel, Local pack, Reviews, Image, People also ask, Find results on, Indented, Related searches",informational,Organic
cabinet médical souppes sur loing,67,67,70,19,0.00,https://www.portakabin.com/fr/etudes-de-cas/,0,0,0.00,0,96,"[63,81,18,81,81,81,63,81,100,63,27,27]",2023-06-03,"Knowledge panel, Image pack, Reviews, Image, Indented, Related searches",informational,Organic
vivalto santé saint gregoire,30,30,50,19,0.00,https://www.portakabin.com/fr/etudes-de-cas/clinique-saint-gregoire/,0,0,0.00,0,66,"[5,4,4,4,7,7,7,5,4,7,5,4]",2023-06-23,"Knowledge panel, Image pack, Reviews, Related searches",informational,Organic
lntp rennes,72,72,260,21,0.00,https://www.portakabin.com/fr/nos-agences/agence-de-rennes/,0,0,0.00,0,74,"[81,81,81,53,100,65,81,53,81,65,100,65]",2023-06-04,"Knowledge panel, Image pack, Reviews, Image, Indented, Related searches",navigational,Organic
maire d'audruicq,33,33,170,22,0.00,https://www.portakabin.com/fr/etudes-de-cas/ville-daudruicq/,0,0,0.00,0,81,"[0,2,0,0,100,66,53,100,66,43,53,66]",2023-06-05,"Instant answer, Knowledge panel, Reviews, Image, FAQ, Indented, Related searches",informational,Organic
paris hôpital,82,82,210,66,0.00,https://www.portakabin.com/fr/etudes-de-cas/hopital-americain-de-paris/,0,0,0.00,0.03,63600000,"[35,82,100,66,53,100,100,82,5,7,7,0]",2023-06-08,"Local pack, Top stories, Sitelinks, Reviews, Image, People also ask, Find results on, Indented, Related searches","commercial, navigational",Organic
zone industrielle douai,99,99,50,14,0.00,https://www.portakabin.com/fr/actualites-et-evenements/evenements/sepem2/,0,0,0.00,0,2250000,"[5,1,1,1,5,1,1,5,1,1,4,1]",2023-06-21,"Local pack, Reviews, Find results on, Indented, Related searches",commercial,Organic
algeco aménagé maison,86,86,110,12,0.45,https://www.portakabin.com/fr/,0,0,0.00,1,99,"[33,42,23,42,52,80,52,52,80,80,80,80]",2023-06-04,"Image pack, Reviews, Image, Video Carousel, People also ask, Indented, Related searches",informational,Organic
construction temporaire,47,47,40,18,1.19,https://www.portakabin.com/lu-fr/pourquoi-portakabin/location-ou-achat/location/,0,0,0.00,0.15,18500000,"[19,14,9,14,14,9,19,19,19,23,23,14]",2023-06-21,"Reviews, Featured snippet, People also ask, Indented, Related searches",informational,Organic
notre dame de fidélité caen,41,41,110,29,0.00,https://www.portakabin.com/fr/etudes-de-cas/lycee-ndf/,0,0,0.00,0,168000,"[82,82,82,82,82,41,52,41,100,64,64,29]",2023-06-16,"Knowledge panel, Image pack, Sitelinks, Reviews, Image, Indented, Related searches",navigational,Organic
sav kiabi,70,70,70,25,0.00,https://www.portakabin.com/fr/pourquoi-portakabin/nos-services/service-apres-vente/,0,0,0.00,0.01,100,"[23,23,23,33,42,52,42,52,42,23,23,33]",2023-06-08,"Image pack, Sitelinks, Reviews, People also ask, Indented, Related searches",informational,Organic
batiment modulaires,8,8,70,31,2.64,https://www.portakabin.com/fr/pourquoi-modulaire/quest-ce-que-la-construction-modulaire/,0,0,1.00,1,6100000,"[78,78,35,78,78,64,78,21,50,0,7,0]",2023-06-04,"Local pack, Image pack, Sitelinks, Reviews, Image, Ads bottom, Find results on, Indented, Related searches",commercial,Organic
bureau d'étude luxembourg,46,46,50,34,0.63,https://www.portakabin.com/lu-fr/etudes-de-cas/goodyear/,0,0,0.00,0.13,3390000,"[7,7,7,7,14,64,14,78,35,78,64,14]",2023-06-09,"Local pack, Reviews, Find results on, Indented, Related searches",commercial,Organic
bureau container,81,81,260,7,1.65,https://www.portakabin.com/be-fr/nos-batiments/notre-gamme-de-produits/batiments-prefabriques-autonomes/solus-bureaux-containers/,0,0,0.00,1,32900000,"[54,54,43,66,54,66,43,43,66,54,54,66]",2023-06-18,"Image pack, Reviews, Image, Related searches",informational,Organic
goodyear luxembourg,46,46,390,24,0.00,https://www.portakabin.com/lu-fr/etudes-de-cas/goodyear/,0,0,0.00,0,4050000,"[81,66,100,81,66,81,81,54,81,100,100,81]",2023-06-17,"Knowledge panel, Local pack, Sitelinks, Reviews, Image, Related searches","navigational, transactional",Organic
laiterie de varennes,17,17,1300,26,0.00,https://www.portakabin.com/fr/actualites-et-evenements/actualites/la-laiterie-de-varennes/,0,0,0.00,0,124000,"[68,68,68,68,84,100,84,68,68,37,46,37]",2023-06-21,"Knowledge panel, Reviews, Image, Indented, Related searches",navigational,Organic
hôpital americain de paris,95,95,90,33,0.00,https://www.portakabin.com/fr/etudes-de-cas/hopital-americain-de-paris/,0,0,0.00,0.02,248000,"[34,53,15,0,65,100,65,34,0,0,0,0]",2023-06-11,"Knowledge panel, Sitelinks, Reviews, Image, People also ask, FAQ, Indented, Related searches",navigational,Organic
nouveau president,64,64,50,31,0.00,https://www.portakabin.com/fr/actualites-et-evenements/actualites/portakabin-france-nomme-un-nouveau-president/,0,0,0.00,0.01,87000000,"[3,1,1,0,0,0,0,0,0,0,0,0]",2023-06-08,"Top stories, Image pack, Reviews, People also ask, Indented, Related searches",commercial,Organic
la charlotte hesdin l'abbé,19,19,170,27,0.00,https://www.portakabin.com/fr/actualites-et-evenements/actualites/la-charlotte/,0,0,0.00,0,96,"[9,4,5,0,29,36,23,100,23,12,29,23]",2023-06-06,"Knowledge panel, Sitelinks, Reviews, Image, Indented, Related searches",navigational,Organic
construction traditionnelle,36,36,70,20,0.49,https://www.portakabin.com/fr/pourquoi-modulaire/modulaire-vs-traditionnelle/,0,0,0.00,0.06,21700000,"[63,81,63,63,81,63,18,45,63,100,81,100]",2023-06-12,"Local pack, Reviews, Featured snippet, People also ask, Find results on, Related searches",informational,Organic
hop longjumeau,51,51,1300,24,0.00,https://www.portakabin.com/fr/etudes-de-cas/hopital-de-longjumeau/,0,0,0.00,0,93,"[36,20,0,0,16,44,27,36,80,8,100,36]",2023-06-20,"Knowledge panel, Image pack, Sitelinks, Reviews, Image, Indented, Related searches",navigational,Organic
pharmacie de la plage,43,43,2400,32,0.00,https://www.portakabin.com/fr/etudes-de-cas/pharmacie-de-la-plage/,0,0,0.00,0,6510000,"[36,36,81,100,36,24,15,19,19,10,10,10]",2023-06-20,"Local pack, Image pack, Reviews, Image, FAQ, Find results on, Indented, Related searches",commercial,Organic
qu'est ce qu'un bâtiment,68,68,90,38,0.00,https://www.portakabin.com/be-fr/pourquoi-modulaire/qu-est-ce-qu-un-batiment-modulaire/,0,0,0.00,0,286000000,"[0,0,0,0,19,19,80,66,100,80,100,80]",2023-06-23,"Instant answer, Image pack, Reviews, People also ask, Related searches, See results about",informational,Organic
bureau de chantier occasion,16,16,40,20,0.53,https://www.portakabin.com/fr/nos-batiments/bureaux-de-chantier/bureau-modulaire-occasion/,0,0,0.00,0.95,6070000,"[6,8,6,6,10,10,14,8,6,6,4,6]",2023-06-09,"Local pack, Reviews, Image, Ads top, Find results on, Indented, Related searches",commercial,Organic
titán,63,63,210,52,0.25,https://www.portakabin.com/fr/nos-batiments/notre-gamme-de-produits/batiments-autonomes/titan/,0,0,0.00,0.01,1290000000,"[100,0,0,0,0,0,0,0,0,0,0,0]",2023-05-26,"Instant answer, Image pack, Sitelinks, Reviews, Image, People also ask, Indented, Related searches, See results about",informational,Organic
craig sagar,31,31,40,31,0.00,https://www.portakabin.com/gb-en/case-studies/yorkshire-ambulance-service/,0,0,0.00,0,3560000,"[19,53,26,26,26,19,19,15,0,0,0,0]",2023-05-31,"Knowledge panel, Reviews, Image, Indented","informational, transactional",Organic
bureaux chez but,52,52,50,26,0.17,https://www.portakabin.com/lu-fr/etudes-de-cas/ardo/,0,0,0.00,1,9970000,"[55,55,55,55,77,77,77,77,33,55,44,44]",2023-06-10,"Image pack, Sitelinks, Reviews, Image, Indented, Related searches","navigational, transactional",Organic
vivalto santé rennes,38,38,40,29,0.00,https://www.portakabin.com/fr/etudes-de-cas/clinique-saint-gregoire/,0,0,0.00,0,52,"[11,11,11,11,23,29,29,29,29,29,41,29]",2023-06-11,"Knowledge panel, Sitelinks, Reviews, Indented, Related searches","informational, navigational",Organic
sepr lyon,90,0,4400,32,1.02,https://www.portakabin.com/fr/etudes-de-cas/sepr/,0,0,0.00,0.16,181000,"[100,100,81,81,100,66,66,44,100,81,100,66]",2023-06-25,"Knowledge panel, Sitelinks, Reviews, Related searches",navigational,Organic
bloc sanitaire wc,15,15,50,3,0.76,https://www.portakabin.com/fr/nos-batiments/toilettes-douches-et-vestiaires/toilettes/,0,0,0.00,1,13900000,"[36,45,36,45,36,45,45,27,100,45,81,100]",2023-06-23,"Image pack, Reviews, Image, People also ask, Indented, Related searches",transactional,Organic
modules préfabriqués,11,11,50,6,1.67,https://www.portakabin.com/fr/pourquoi-modulaire/quest-ce-que-la-construction-modulaire/,0,0,0.00,1,634000,"[18,9,0,9,9,9,81,18,100,81,100,63]",2023-06-14,"Image pack, Reviews, Indented, Related searches",commercial,Organic
fleuriste bonneville,68,68,390,19,0.58,https://www.portakabin.com/fr/etudes-de-cas/fleurs-muller/,0,0,0.00,0.22,83,"[81,54,54,54,54,54,44,44,54,100,81,66]",2023-06-17,"Local pack, Image pack, Reviews, Image, Find results on, Related searches",commercial,Organic
centre hospitalier lens,39,39,720,37,0.00,https://www.portakabin.com/fr/etudes-de-cas/centre-hospitalier-de-lens/,0,0,0.00,0,1790000,"[81,81,81,67,100,81,100,54,67,81,67,81]",2023-06-21,"Knowledge panel, Image pack, Reviews, Image, FAQ, Indented, Related searches",commercial,Organic
l'hôpital américain de paris,48,48,50,38,0.00,https://www.portakabin.com/fr/etudes-de-cas/hopital-americain-de-paris/,0,0,0.00,0.03,5450000,"[4,4,0,0,52,100,14,33,23,33,42,23]",2023-06-13,"Knowledge panel, Sitelinks, Reviews, Image, People also ask, FAQ, Indented, Related searches",navigational,Organic
modulaire,93,93,1300,47,1.02,https://www.portakabin.com/fr/,0,0,0.00,0.27,18000000,"[81,100,62,62,81,81,100,81,100,100,100,81]",2023-06-24,"Instant answer, Sitelinks, Reviews, Image, People also ask, Related searches",informational,Organic
module bureau,56,56,110,3,1.53,https://www.portakabin.com/fr/nos-batiments/bureaux-de-chantier/bureau-modulaire-occasion/,0,0,0.00,1,47500000,"[41,64,52,82,82,64,64,64,82,82,64,64]",2023-06-11,"Image pack, Reviews, Image, Ads bottom, Indented, Related searches","informational, transactional",Organic
hopital de lonjumeau,30,30,210,23,0.00,https://www.portakabin.com/fr/etudes-de-cas/hopital-de-longjumeau/,0,0,0.00,0,150000,"[54,66,100,35,66,29,35,10,22,35,29,22]",2023-06-02,"Local pack, Sitelinks, Reviews, Image, Find results on, Indented, Related searches",navigational,Organic
combien de temps pour obtenir un permis de construire,72,72,70,20,0.00,https://www.portakabin.com/fr/faqs/normes-et-conception-des-structures/ai-je-besoin-dun-permis-de-construire-et-combien-de-temps-cela-prend-il-/,0,0,0.00,0,13500000,"[15,11,8,6,11,8,11,6,11,11,15,11]",2023-06-11,"Image pack, Reviews, Featured snippet, People also ask, Indented, Related searches",informational,Organic
andrew simpkin,67,67,40,31,0.00,https://www.portakabin.com/gb-en/careers/our-functions/projects/,0,0,0.00,0,756000,"[18,18,18,18,100,18,100,18,18,100,0,18]",2023-06-10,"Image pack, Reviews, Image, Indented, Related searches",informational,Organic
des commerciales ou des commerciaux,73,73,40,33,0.00,https://www.portakabin.com/fr/carrieres/nos-fonctions/commercial/,0,0,0.00,0,20500000,"[100,100,18,18,18,18,18,18,18,18,18,18]",2023-05-31,"Reviews, Featured snippet, People also ask, Related searches",informational,Organic
titan.,74,74,110,46,0.23,https://www.portakabin.com/fr/nos-batiments/notre-gamme-de-produits/batiments-autonomes/titan/,0,0,0.00,0.01,897000000,"[0,0,0,0,100,0,0,6,0,0,0,0]",2023-06-18,"Image pack, Sitelinks, Image, People also ask, Indented, Address pack, See results about","informational, transactional",Organic
medecin templemars,59,59,40,32,0.00,https://www.portakabin.com/fr/nos-batiments/etablissements-de-sante/clinique/medecine-generale-et-cabinets-dentaires/,0,0,0.00,0,72,"[18,18,18,18,18,18,18,100,100,100,18,18]",2023-06-23,"Local pack, Image pack, Reviews, Find results on, Indented, Related searches",commercial,Organic
centre anti douleur valenciennes,35,35,110,19,0.00,https://www.portakabin.com/fr/etudes-de-cas/centre-hospitalier-de-lens/,0,0,0.00,0.01,89,"[66,42,33,42,66,52,42,42,66,52,100,52]",2023-06-03,"Reviews, Featured snippet, People also ask, Indented, Related searches",commercial,Organic
combien de temps dure un permis de construire,75,75,70,19,0.00,https://www.portakabin.com/fr/faqs/normes-et-conception-des-structures/ai-je-besoin-dun-permis-de-construire-et-combien-de-temps-cela-prend-il-/,0,0,0.00,0.01,28900000,"[36,63,45,45,45,63,63,45,36,63,100,100]",2023-06-01,"Reviews, Featured snippet, People also ask, Indented, Related searches",informational,Organic
bureau d'atelier modulaire,76,76,40,4,2.23,https://www.portakabin.com/fr/,0,0,0.00,0.99,2420000,"[3,9,6,6,12,15,12,9,34,12,12,15]",2023-06-09,"Sitelinks, Reviews, Image, Indented, Related searches",commercial,Organic
sepr,63,50,8100,34,0.40,https://www.portakabin.com/fr/etudes-de-cas/sepr/,0,0,0.00,0,1460000,"[100,81,66,66,100,66,81,54,100,54,66,44]",2023-06-25,"Knowledge panel, Local pack, Sitelinks, Reviews, Find results on, Indented, Related searches","commercial, navigational",Organic
bibliothèques modulaires,30,30,390,14,1.20,https://www.portakabin.com/fr/nos-batiments/autres-utilisations/bibliotheques/,0,0,0.00,1,853000,"[0,0,0,0,100,100,0,0,0,55,76,45]",2023-06-22,"Image pack, Reviews, Image, Ads bottom, Indented, Related searches",commercial,Organic
mairie audruicq,43,43,390,30,0.00,https://www.portakabin.com/fr/etudes-de-cas/ville-daudruicq/,0,0,0.00,0,98,"[66,66,66,44,81,66,44,54,66,44,66,54]",2023-06-14,"Instant answer, Knowledge panel, Local pack, Image pack, Sitelinks, Reviews, Find results on, Indented, Related searches","commercial, navigational",Organic
notre dame de fidélité,81,81,390,19,0.00,https://www.portakabin.com/fr/etudes-de-cas/lycee-ndf/,0,0,0.00,0,4660000,"[54,81,66,100,44,44,54,36,44,23,36,54]",2023-06-19,"Local pack, Image pack, Sitelinks, Reviews, Image, Video Carousel, Find results on, Indented, Related searches",commercial,Organic
clinique saint gregoire,35,35,2400,37,0.00,https://www.portakabin.com/fr/etudes-de-cas/clinique-saint-gregoire/,0,0,0.00,0,735000,"[43,54,43,43,54,54,65,54,100,54,54,54]",2023-06-20,"Local pack, Image pack, Sitelinks, Reviews, Image, Find results on, Indented, Related searches","commercial, navigational",Organic
salle des professeurs,71,71,90,18,0.00,https://www.portakabin.com/lu-fr/nos-batiments/batiments-scolaires/salles-des-professeurs/,0,0,0.00,0,14700000,"[64,64,28,28,78,64,100,64,64,35,78,64]",2023-06-07,"Knowledge panel, Image pack, Sitelinks, Reviews, Video Carousel, Indented, Related searches",informational,Organic
université de oxford,84,84,210,24,0.89,https://www.portakabin.com/fr/etudes-de-cas/universite-oxford/,0,0,0.00,0.03,0,"[18,18,10,29,29,29,29,35,100,81,66,100]",2023-06-05,"Knowledge panel, Carousel, Sitelinks, Reviews, Image, People also ask, Indented, Related searches",informational,Organic
l hôpital de longjumeau,37,37,70,27,0.00,https://www.portakabin.com/fr/etudes-de-cas/hopital-de-longjumeau/,0,0,0.00,0,178000,"[34,43,43,34,34,28,28,0,0,3,0,0]",2023-06-12,"Local pack, Image pack, Sitelinks, Reviews, Image, Find results on, Related searches",navigational,Organic
salles de formation,28,28,70,19,1.61,https://www.portakabin.com/fr/nos-batiments/etablissements-de-sante/non-clinique/salles-de-formation/,0,0,0.00,0.07,141000000,"[52,42,4,100,14,52,33,23,9,23,23,33]",2023-06-14,"Image pack, Reviews, Indented, Related searches",commercial,Organic
centre anti douleur lens,7,7,40,15,0.00,https://www.portakabin.com/fr/etudes-de-cas/centre-hospitalier-de-lens/,0,0,0.00,0.03,85,"[35,14,14,28,14,14,21,28,35,50,35,50]",2023-05-30,"Local pack, Image pack, Reviews, People also ask, Find results on, Indented, Related searches",informational,Organic
we can do toulouse,47,47,40,33,0.00,https://www.portakabin.com/fr/nos-agences/agence-de-toulouse/,0,0,0.00,0.02,52000000,"[0,3,0,0,0,3,3,100,0,6,6,6]",2023-06-20,"Sitelinks, Reviews, Related searches","navigational, transactional",Organic
hopital américain de paris,61,64,1000,34,0.00,https://www.portakabin.com/fr/etudes-de-cas/hopital-americain-de-paris/,0,0,0.00,0.02,375000,"[0,0,0,0,54,79,41,100,66,54,66,79]",2023-06-25,"Knowledge panel, Sitelinks, Reviews, Image, People also ask, FAQ, Related searches",navigational,Organic
knuffel,22,22,140,30,0.00,https://www.portakabin.com/lu-fr/etudes-de-cas/knuffel/,0,0,0.00,0.09,6500000,"[43,43,100,100,43,34,34,43,21,34,28,34]",2023-06-23,"Instant answer, Image pack, Reviews, Image, Indented, Related searches",informational,Organic
espace modulaire france,56,56,40,23,0.00,https://www.portakabin.com/fr/,0,0,0.00,0.01,3770000,"[18,18,18,18,100,100,18,18,18,18,18,18]",2023-06-07,"Knowledge panel, Image pack, Reviews, Image, FAQ, Indented",navigational,Organic
jay gallagher,60,60,40,27,0.00,https://www.portakabin.com/gb-en/news-and-events/news/introducing-jay-gallagher/,0,0,0.00,0,16100000,"[11,11,11,82,100,11,11,11,11,11,11,11]",2023-06-09,"Knowledge panel, Reviews, Image",informational,Organic
ensp yssingeaux,60,60,140,24,0.88,https://www.portakabin.com/fr/etudes-de-cas/ecole-nationale-superieure-de-patisserie/,0,0,0.00,0.07,83,"[35,35,28,28,43,53,35,28,53,53,43,28]",2023-06-07,"Knowledge panel, Reviews, Image, People also ask, FAQ, Indented, Related searches",informational,Organic
médiathèque templemars,28,28,140,19,0.00,https://www.portakabin.com/fr/etudes-de-cas/mediatheque-de-calais/,0,0,0.00,0,76,"[82,100,82,64,82,100,82,64,82,100,100,100]",2023-06-13,"Knowledge panel, Image pack, Reviews, Image, Indented, Related searches",navigational,Organic
maire de moelan sur mer,40,40,40,19,0.00,https://www.portakabin.com/fr/etudes-de-cas/mairie-de-moelan-sur-mer/,0,0,0.00,0,96,"[14,50,100,21,28,28,21,21,64,7,7,14]",2023-06-18,"Knowledge panel, Image pack, Sitelinks, Reviews, Featured snippet, Image, Indented, Related searches",informational,Organic
